price_open_usd,price_close_usd,price_high_usd,price_low_usd,price_avg_usd,volume_usd,market_cap_usd
0.74298392,0.718647239,0.752376852,0.709919748,0.729569991820611,614603871.0130304,6566129925.655928
0.713811751,0.711339043,0.723210321,0.679688862,0.701534347905738,605500253.04058,6313809130.450106
0.714438879,0.706153659,0.725418511,0.696206102,0.7054519848975405,915881232.5128052,6349067863.372414
0.706181667,0.608190204,0.706181667,0.554615446,0.6194740860883391,1098754889.1686244,5575266774.175578
0.607037738,0.582320005,0.612471074,0.556947896,0.5855793915919119,1140681043.9748585,5270214523.741624
0.582320005,0.390406084,0.582320005,0.330080023,0.42590109950699295,1497899041.811793,3833109895.1370378
0.389157588,0.363335872,0.392009578,0.355442501,0.37517346850735295,1344266019.0250006,3376561216.1910014
0.36336872,0.336140723,0.366509788,0.336140723,0.3544363928544061,589745634.3056433,3189927535.33522
0.333413118,0.379783349,0.385480766,0.327208659,0.35433956324381627,642212958.2490573,3189056068.8400083
0.379961955,0.39701079,0.418547212,0.352359561,0.3881916370925266,994913263.6044883,3493724733.4445477
0.39701079,0.393240214,0.405786534,0.367845305,0.38646844151538473,729865186.5708215,3478215973.2519937
0.39502675,0.378474383,0.396005243,0.375743349,0.382571362561265,444917000.7471294,3443142262.6688128
0.378474383,0.382696099,0.397491144,0.36965819,0.38455248465853686,386988426.79393643,3460972361.54228
0.383108505,0.368889599,0.390094505,0.368889599,0.3835626365559999,336842774.11698747,3452063728.620439
0.367931948,0.370653394,0.376789019,0.349632214,0.3644684013241106,305779806.23608744,3280215611.55253
0.371474173,0.367355032,0.394827131,0.353468232,0.3736263124685038,347647563.8315486,3362636811.8429084
0.365726321,0.368111219,0.376057744,0.354807599,0.36578070781967215,427509169.6132864,3292026370.0112677
0.368111219,0.342328187,0.375924249,0.337673384,0.36387561893916337,261864578.93848667,3274880570.0885954
0.340055328,0.327421582,0.343774312,0.320911679,0.33243753993227093,337106471.6875501,2991937859.058002
0.327594556,0.349251957,0.354940042,0.327594556,0.34279731896093735,249592637.10030437,3085175870.3056397
0.350684658,0.353555995,0.355737877,0.340371714,0.34740481795397504,227838133.40834004,3126643361.23837
0.351936451,0.368073009,0.374491461,0.347789073,0.3639737786269842,288525334.17897755,3275764007.2788825
0.368836089,0.38239735,0.386428236,0.361592458,0.372721085114286,287446638.47697407,3354489765.65585
0.381576325,0.39217268,0.40428877,0.381576325,0.3948282321336207,428283187.35345256,3553454088.8077583
0.393278705,0.381397837,0.39407537,0.364525302,0.37784637711627916,375506257.00504166,3400617393.6686635
0.381397837,0.378250811,0.386265883,0.371945955,0.3773753076280991,328279319.3994047,3396377768.2755184
0.378250811,0.379770283,0.388119161,0.37059193,0.37897047862109373,343979495.9911874,3410734307.2108736
0.379835935,0.380712223,0.433476114,0.377140031,0.4053300473620073,700733212.229465,3647970425.8527374
0.383195532,0.408083786,0.41262662,0.378558016,0.3986432263395524,540950839.0129,3587789036.6573253
0.410989231,0.457570764,0.462240697,0.396287597,0.41792644666051665,507421700.65472007,3761338019.526724
0.45841772,0.520704662,0.527408514,0.420490904,0.46005733951428557,1228822220.8203804,4140516055.168513
0.512639359,0.407559859,0.522673997,0.377981095,0.4391042723216783,1771005415.280961,3951938450.4560037
0.4040327,0.440727686,0.444783933,0.398778607,0.425095432821293,1061145279.8948526,3825858894.966541
0.440622384,0.429958117,0.452388275,0.421181318,0.4311914160436361,586817722.6864573,3880722743.9615374
0.430145511,0.442773973,0.453916158,0.423856235,0.43447423626736087,470915068.9751691,3910268125.971777
0.441295379,0.476058465,0.496146823,0.441295379,0.47192694081533076,964253431.6813463,4247342466.8660493
0.47625225,0.443752247,0.47625225,0.434448215,0.44632499613541665,543225174.5601581,4016924964.772423
0.443330883,0.444364973,0.448114013,0.424718467,0.4373913505191636,391194792.8649626,3936522154.2350793
0.442461568,0.434945338,0.454044082,0.415354151,0.4335915780763887,578300983.1791339,3902324202.253908
0.436657547,0.454148454,0.458809497,0.424673574,0.4408894091805556,498869029.34614277,3968004682.184107
0.454113347,0.480049834,0.480579481,0.419305775,0.4437909861354162,551024046.7908412,3994118874.77496
0.479867841,0.491828052,0.543556531,0.458319028,0.489234116520833,1277297984.776212,4403107048.198265
0.491102611,0.427616845,0.492033638,0.350926761,0.4214705722291666,1285498836.5313256,3793235149.6410275
0.42848444,0.396392386,0.4357784,0.394218646,0.41737885748263875,737964498.8399217,3756409716.926372
0.395763662,0.385215663,0.400667666,0.35547664,0.3805409060590272,580614850.6368794,3424868154.15071
0.386147357,0.370663823,0.396199133,0.36747772,0.38564549030575546,393814225.7881633,3470809412.3661523
0.3704232,0.30512538,0.375833285,0.30512538,0.35515455713240424,374334546.3478219,3196391013.8364844
0.301751012,0.289720699,0.306964857,0.233029693,0.27525584918055546,782965441.1242938,2477302642.349744
0.292644254,0.27388799,0.296626007,0.268556233,0.28278394542361107,422316763.4066486,2545055508.529717
0.274854346,0.274894847,0.30524574,0.259629607,0.2854884471610487,244068427.1854058,2569396024.163949
0.27703538,0.321716659,0.321716659,0.272871301,0.30492068365660396,327494907.01405525,2744286152.6045117
0.320172036,0.354703126,0.357695275,0.314580809,0.34031422310416676,365372043.2015143,3062828007.5971866
0.35477643,0.340085217,0.365904118,0.315755663,0.3373046386354167,385542467.176431,3035741747.381445
0.339586608,0.339626545,0.352135673,0.325749329,0.33786965569444427,323908904.9411795,3040826900.91213
0.339781099,0.35814194,0.360256436,0.332293815,0.3480395724006969,323672627.5625463,3132356151.258234
