price_open_usd,price_close_usd,price_high_usd,price_low_usd,price_avg_usd,volume_usd,market_cap_usd
0.021708724,0.02174499,0.021788262,0.021658922,0.021734961264840178,44109835.51010384,2050185640.473876
0.021737497,0.021737689,0.021774043,0.021673661,0.02172936405940594,85937960.279855,1947799700.5090895
0.021737689,0.021749406,0.021828877,0.021666817,0.021736410584821432,45823219.11802364,1996542409.7343001
0.021749406,0.021747727,0.022135723,0.021692217,0.02174585043459917,33306971.09311185,2044910095.0498488
0.021747727,0.021785924,0.021837804,0.021460733,0.02176647666396763,16970729.88996427,2066564677.1202362
0.021784715,0.021818822,0.021855934,0.021730226,0.02180107846636771,73815557.87389864,2152611803.799123
0.021818822,0.021791492,0.021974726,0.021715169,0.02179481847979798,131101051.63970894,2413749893.4052863
0.021816206,0.021804675,0.02184735,0.021701184,0.02178444709268293,77389123.37231772,2512764498.4807687
0.021756268,0.021772964,0.021843604,0.021701826,0.021789358648888892,15380037.57599541,2535715975.9992056
0.021765031,0.021790784,0.02185968,0.021728156,0.021795535725663742,53995337.87189902,2486264074.02736
0.021790784,0.021830782,0.021850308,0.021702949,0.021798707360000003,66999855.92109835,2534587692.492152
0.021846011,0.021928212,0.022067617,0.021717551,0.021848492553278698,28358303.651288982,2591234117.462885
0.021928212,0.021829881,0.022066113,0.021726212,0.02184341308968611,42441910.98054303,2631877401.995631
0.021828612,0.021804198,0.021886489,0.021662916,0.021838005254629624,73449624.3407607,2713723083.8047876
0.0218092,0.021848362,0.021922842,0.021738598,0.021840332009708738,37676517.62330407,2748768326.2133617
0.021848362,0.021865574,0.02193022,0.021722127,0.0218689295971564,33343575.190381795,2708174165.730125
0.021828242,0.021821007,0.021892872,0.021756209,0.021823679137931033,71644169.90516293,2759656840.4751687
0.021821007,0.021803839,0.021897952,0.021737935,0.021831827685258973,98662209.16842383,2898120276.384847
0.021803839,0.021812708,0.021836396,0.021665422,0.021794544705314008,21508439.05181531,2940181842.30477
0.021812708,0.021841007,0.021875314,0.02177533,0.021832429149019592,28046392.50187148,2974748786.7447886
0.021841007,0.021864381,0.021872078,0.021794354,0.021833629729007622,238770991.15960106,2773349356.947867
0.021864381,0.021872998,0.021915652,0.021780661,0.021841059646017704,75754532.26737167,2661359285.932438
0.021872998,0.021869841,0.021932657,0.021803502,0.021868814415929215,39768092.071465604,2713592732.1251745
0.021871382,0.021879754,0.021929983,0.021803256,0.021870188825471717,22904797.47719464,2742574060.5424805
0.021886747,0.021855456,0.021940379,0.021819795,0.021876885984924616,42614649.98893006,2793949690.693076
0.021855456,0.021888581,0.022992721,0.021811091,0.02189618709595955,33789475.20713727,2831886749.306654
0.021888581,0.022067963,0.022075099,0.021826453,0.021900187889830544,21855519.41474934,2855541658.878859
0.022067963,0.021892872,0.022067963,0.021827181,0.021900683755458523,13098851.6020121,2869523502.3999414
0.021884241,0.021894931,0.021963063,0.021822915,0.021893559526104413,30122289.044972174,2903346748.654111
0.021957615,0.021929959,0.021982824,0.021840413,0.02191448633333334,22758712.577782318,2940058541.725798
0.021942723,0.021922366,0.021971413,0.021854537,0.021931952696808518,24909517.745544817,2971130167.0617924
0.021922366,0.021926723,0.021971726,0.021863077,0.021929297670050755,58200660.62286278,3044303347.741382
0.021926723,0.021870871,0.021965089,0.021826072,0.021896840761904773,14924822.38001366,3058662683.808431
0.021870846,0.021876993,0.021940031,0.021869738,0.0218732441,58101922.42884289,3133563020.7655997
0.021876993,0.021893563,0.021893563,0.021867321,0.021878291274111672,6365288.521103289,3137849503.2415433
0.021893563,0.021885628,0.021895021,0.021876638,0.021883791953586508,34309252.9613525,3185067550.7100067
0.021885628,0.021892099,0.021892099,0.021882321,0.021887824719230772,84469757.63813217,3278973081.901477
0.021891052,0.021895648,0.021914992,0.021883103,0.021893178301960792,91132104.63964093,3368103608.251376
0.021895647,0.02189766,0.021912854,0.021894193,0.021898421415730344,617246952.9239916,4073205613.7258124
0.02190196,0.021909627,0.021948883,0.021897566,0.021912145689320383,62881155.18573731,4037694401.788907
0.021907437,0.021912194,0.021946819,0.021904606,0.0219107384319249,71578570.48530696,4090710128.374995
0.021912194,0.021911115,0.021925748,0.02190988,0.021915358049327364,41040110.742220156,4056375917.8077354
0.021911115,0.021923271,0.022026717,0.021908148,0.021924057743772263,474513413.9396793,3567801657.9602046
0.021923271,0.021928223,0.021932569,0.021920271,0.021924918032110108,139758612.42371893,3504128809.0255327
0.021926041,0.021928461,0.021943654,0.021922125,0.021927853292968754,167449673.2385852,3670727572.120669
0.021928461,0.0219326,0.021933544,0.021925123,0.021928491302702705,281832130.67038107,3872506395.9694138
0.02193265,0.02193172,0.021936973,0.021921369,0.021930499171206243,605662362.9774522,4476775560.58012
0.021931664,0.021939754,0.021943967,0.021907836,0.021935517120481918,37539706.74753346,4447086039.574409
0.021940157,0.021938829,0.021942718,0.021934039,0.021938489388888892,22467975.972427465,4461161027.714914
0.021938738,0.021942546,0.021944587,0.021937769,0.021941753103286395,13190086.225159094,4481876817.321645
0.021942546,0.021942742,0.022023072,0.021850188,0.021943164645161294,14983341.635009928,4489010153.164494
0.021941683,0.021948227,0.021997586,0.021941672,0.02194599035632184,41246489.04854833,4436919301.011404
0.021948256,0.021948221,0.021952736,0.021944719,0.021947161894736854,39499257.092208244,4482023493.880801
0.021948221,0.021947498,0.021951051,0.021945754,0.021948075930894314,22461565.062145732,4465404542.466586
0.021948592,0.021950435,0.021954481,0.021947045,0.021950380019108272,28183786.983893152,4432700354.522867
