price_open_usd,price_close_usd,price_high_usd,price_low_usd,price_avg_usd,volume_usd,market_cap_usd
165.159353186,176.102940868,176.102940868,163.751479568,169.92040447868396,14201035793.23861,11311697435.74662
176.064355872,177.528161769,184.538446339,171.239504202,176.33679524237488,13705346437.465406,11740174313.150612
178.531360744,189.120767511,195.63116359,177.464229969,189.80751352297222,17975199562.51817,12638357003.847374
188.476918402,180.924684707,194.400878054,177.463453572,185.32007205485758,17169734157.615553,12340817850.609331
180.891103181,180.709367213,182.987266451,169.209572758,175.33310942131953,17375189983.622684,11676945799.44726
180.877810046,182.971686704,184.399894763,174.960039138,180.64323080633332,13769328323.59887,12031907559.012983
182.741808626,191.885722816,191.885722816,182.547149184,186.22960743491652,10307760383.150808,12405426936.108177
190.809983076,192.145594404,194.707602869,180.033375287,187.04066987303815,11398473339.819374,12460907077.82766
191.693880597,203.585065977,204.782512683,189.405157139,198.41211472736575,14374524825.05985,13220001101.322063
203.825061803,200.564205764,207.692745243,192.436939584,200.60045725476294,15682165866.514383,13367246177.643076
200.578363051,201.131391153,202.598718152,192.01209286,198.65709801056605,15078243228.15398,13238893982.659542
201.372411427,220.500465456,223.201896139,199.43955253,210.43803683134718,18302893336.768753,14022774222.35579
220.796686889,226.90662325,229.582358057,213.788340361,222.5414889911807,20488464166.067562,14830746179.37495
226.587272355,216.374153609,227.908770474,215.955779849,220.62706098129513,9760974739.365107,14704819357.782894
215.179944937,201.382540074,221.580444413,198.920723216,208.241237440941,7285969700.995257,13880868911.202719
200.790500563,200.182299996,204.654760687,192.093352761,199.72917866475333,8048456348.978969,13315003980.270287
201.366875902,205.626423472,206.101205321,194.853378039,200.0031097856493,5995588269.390909,13334709841.181812
206.152155329,200.069933098,207.62326879,199.830023341,204.00187998657995,6408831165.415677,13602658396.032957
199.952305173,200.305681158,204.78,196.279880598,201.76357089959708,4611750465.521732,13454848709.680065
200.357257131,200.15,206.27,199.618812582,202.91732145046518,3406619953.6939397,13533202475.779772
199.95,195.998235291,201.83,192.831056029,196.83138101446184,3601470637.7818317,13128762260.00219
195.813207026,186.468185479,198.402339282,185.597869049,193.9459368086146,3696587194.5172796,12937783859.862423
186.13084537,186.955722222,189.02,182.01,186.53360842944102,4213937679.533043,12444727885.230913
186.418275343,177.292138656,196.82,175.48332135,190.81172701713547,4714854425.487658,12731380979.95434
176.672259159,172.277138463,178.15351406,168.775779954,174.51173358671886,5386117998.1918125,11645006390.384312
171.907716414,183.707595823,183.707595823,171.907716414,178.50135707826732,3857784373.067179,11912463538.81235
183.660346659,184.447566167,186.194927389,178.529126062,182.63258041734022,2800331582.1807995,12189355314.403555
184.351178418,184.49,187.27709066,180.98,184.3691290185835,2304987743.788687,12306588309.209229
184.227470251,194.360481709,197.57,182.87,193.06895609763552,3283191697.6223903,12887819081.04614
194.094370487,196.135032369,199.773840256,190.81,195.01179557250174,3854361773.047849,13017508307.950798
196.16775052,196.84490542,198.5,189.11,193.93640978007295,3593937983.5234656,12945723709.24948
196.931375288,203.115621803,204.33,195.04,199.10534918562504,3861948991.1423993,13290762897.558746
202.816730428,212.044136447,213.248319098,201.427845098,206.0140146629303,4538947580.808112,13751933002.596008
212.159931135,197.13524574,216.722317098,196.80883999,210.1958555973089,4406510213.106177,14031080984.111643
196.645893749,203.6,205.12,195.482577486,201.67316084263896,4206656462.0515146,13462170526.929579
203.306410245,219.997521635,224.687407755,199.95096533,208.62341631727713,3998559190.612023,13926116864.72865
221.206014453,237.176589824,243.65508452,217.760444023,229.44586510458166,8966597957.989162,15316065607.495075
236.596410043,220.190601446,241.625931419,212.335990584,226.894568165816,11736173344.264235,15145760375.45034
219.438836816,226.16,227.97,218.185875246,223.52867974538196,9583318100.977228,14921079194.76583
226.68,221.74,228.72,220.07,225.18053284862512,6145562178.238624,15031344378.632547
221.47,253.522657415,253.522657415,220.019745711,234.27113121471888,7890312320.607395,15638163773.364363
254.465807191,252.901412849,262.260246639,245.536001433,253.21349348650534,14634942091.488707,16902612200.810999
252.860152973,245.02,257.793034005,241.138580654,249.59240327698274,10970373314.680319,16660895684.392494
244.65,266.36,273.116410064,244.65,261.29292831272136,11822365075.2293,17441933987.29601
267.32,278.430715188,282.358403065,259.446187629,271.91180769985743,15390692496.041588,18150769830.981094
279.447171833,286.58,290.57,266.66,276.9865827115277,14371791822.984291,18489523318.59172
286.33,311.763445934,315.560562907,269.948815202,292.4497560081529,18108914383.315,19521727479.704945
309.878567129,302.48,334.568217954,299.48,318.2705700766804,25023170024.528477,21245329176.045166
301.72,272.938745807,302.95,245.825220864,268.08889592439226,24841670805.405067,17895581237.63685
273.398869301,261.37604304,281.42,252.162289668,269.3079852820486,18837720203.6524,17976958396.361202
261.73872897,261.61,272.09,237.243510228,255.73993013658685,18030835564.09016,17071257948.548449
261.27,258.95,275.31,252.442881127,263.7652874249641,15269133679.53547,17606969928.78548
258.59,253.871029049,288.451753928,245.500612674,268.70075974893024,16509296003.889063,17936424625.575874
253.029392541,240.5294443,256.501687823,219.562985137,234.2872871595625,20591510993.35234,15639242221.699287
241.419206089,225.395031371,241.419206089,221.695995373,230.64490107946864,11386135302.18159,15396104154.49064
225.40344477,223.94555221,234.64,213.369147572,226.35393608322457,4883852063.266818,15109671878.310884
224.163802922,246.700319248,247.77215897,222.401261824,241.0543562988755,5086622366.274589,16090960429.2204
247.522178299,259.241395683,262.271843729,244.341267664,254.38278358455202,4913715687.736716,16980665138.6912
259.93225682,258.779414094,266.523755237,249.352804148,256.34265412915295,4750700755.845451,17111491230.630663
258.816113296,256.015787049,262.10574998,249.83493747,255.28925640165622,3935924342.492859,17041174388.36476
255.82,271.139061149,272.865048995,253.37,264.45383778311145,4028076272.380793,17652932328.040936
271.465683148,277.494104725,278.269749772,267.594931381,272.0844140674599,3973810311.2227006,18162291722.86292
277.447281614,269.31,277.94454221,266.144450383,270.8355348869791,3649800702.6291776,18078926021.52258
269.39,295.789799283,299.362589963,269.18,281.839290353466,4012542113.597431,18813453272.98008
295.06237805,306.091313554,325.235318197,276.18,299.9834214652535,10519569228.155327,20024617842.76851
305.420993217,356.15,359.72,305.420993217,340.5222936607153,16218916644.331926,22730685463.191925
356.21,355.47,362.08,326.160752164,341.7674853162536,12685260059.333296,22813805013.336933
353.93,348.37,371.69,334.365431916,354.1994210597707,13669329139.745028,23643666747.341553
346.82,346.071666325,355.855299826,335.812432887,346.36742227397923,8461892820.904212,23120861914.112892
346.780245595,385.290475122,387.204125028,336.060110791,355.9933860141008,8059341256.769979,23763418240.468426
386.780751033,362.125105994,410.761160182,350.233423687,389.24330635297525,14215015323.172235,25982930721.645973
