price_open_usd,price_close_usd,price_high_usd,price_low_usd,price_avg_usd,volume_usd,market_cap_usd
0.3429980448372789,0.3465281589687741,0.3532791998171336,0.34024843124022175,0.34405543919527415,13991.050543792278,0.0
0.3465281589687741,0.35057139157577816,0.35853929798565015,0.3403971448128737,0.3465099725061575,14074.175410973174,0.0
0.35057139157577816,0.35422243230422945,0.360604880627956,0.3421898025820195,0.34949600634523925,14128.758617740452,0.0
0.35422243230422945,0.3656744704003563,0.3713549714522882,0.3518932219218939,0.35865511979191583,14555.358792347499,0.0
0.3656744704003563,0.345562926974583,0.37491830734884907,0.3231483667674205,0.3616397285729569,14591.672248687317,0.0
0.345562926974583,0.40283098280707874,0.42243562537360246,0.3262587632312606,0.3829351348271168,12689.963867927254,0.0
0.40283098280707874,0.407041439755812,0.43144707039037733,0.39370224005782856,0.40859053136854595,10679.629805864983,0.0
0.407041439755812,0.4080072373495378,0.42717308360346123,0.38333359116483845,0.40692692419443216,10812.266764788348,0.0
0.40864712990470137,0.4024459776771348,0.4264974539298693,0.3814318658626706,0.4024421572756356,11041.447670603216,121209485.30388822
0.4047610092239034,0.4042549464661783,0.42574861458102337,0.3815336714852553,0.4050338618166093,9322.377820542275,121510158.54498272
0.3830259132889214,0.4159506587780616,0.4256758485554743,0.3814659221625061,0.3993430144593915,8222.698839379067,119802904.33781739
0.4051304322487856,0.4205338073758919,0.43316619743520585,0.38241967765052426,0.40387493713653666,10327.215671115442,121162481.14096107
0.3982737607709947,0.38243639270225577,0.4270335525894373,0.38126392477141713,0.4023872937311424,11080.345747514202,120716188.11934274
0.4018116917804495,0.3887913148020492,0.4464696849419868,0.3821758826903841,0.404482161008072,10996.801087489112,121344648.30242154
0.4175813168481416,0.40636368465519473,0.4317922734062833,0.3818652372653368,0.404518833370901,10969.427919407892,121355650.01127027
0.40984899583812445,0.4067925342070543,0.427377295702285,0.38187985882116215,0.40537923869203524,10935.106424967445,121613771.60761064
0.3916282389329783,0.4086346479170989,0.426490812256861,0.3813248683867749,0.40413461900633374,11020.294632649176,121240385.70190006
0.4134496946068855,0.40550435496088366,0.42477821216757694,0.3817173103914714,0.40458617821562615,10925.516594780825,121375853.46468785
0.40550435496088366,0.4121097174085334,0.4246920357868,0.38178065014388834,0.40340084240653556,11077.786091980613,121020252.72196059
0.4121097174085334,0.4036451885646881,0.4229112029685634,0.3815968133239343,0.40244167664186986,11089.84521654508,120732502.99256104
0.4036451885646881,0.3929606238050069,0.424644217923146,0.3816805411170828,0.40313421864469723,10987.639374861483,120940265.59340928
0.3916733625705462,0.4036031893741435,0.42450218539362,0.38197386479980405,0.40311634999799256,11024.36442228619,120934904.99939778
0.4088848919537029,0.40599629566166245,0.42445306711601344,0.38123293644357353,0.40278619294800816,11014.726842493445,120835857.88440248
0.4001254515430082,0.3944367694329454,0.426176889674533,0.3818828791050409,0.4031279228627334,10944.62710389255,120938376.85882007
0.3819756565569644,0.3831505692014076,0.4860429775413746,0.3818297484263369,0.39926588484717346,12140.941395358974,119779765.45415208
0.3845540499203485,0.43631229019305096,0.4833354627062332,0.3819650137780716,0.3976168171950708,14277.714010273588,119285045.15852113
0.4517015407706464,0.4070502639930906,0.4867102387272297,0.38176796479784514,0.40792757167937943,12368.21721491228,122378271.50381392
0.4132424918259094,0.4071237357235316,0.4132424918259094,0.40492723922990376,0.4057480327889365,5856.5494294145765,121724409.83668078
0.4071237357235316,0.4071983073200812,0.4071983073200812,0.40707076285109056,0.40719571252132614,1174.0,122158713.75639792
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,1174.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.19602409
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.19602409
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.19602408
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.19602409
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.19602409
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200812,0.4071983073200803,0.0,122159492.1960241
0.4071983073200812,0.470047,0.470188,0.4071983073200812,0.45271164182770857,0.5641234982276421,135813492.5483126
0.470047,0.4700313333333332,0.47009400000000007,0.4700313333333332,0.47004519230769204,0.5640542387948702,141013557.69230768
